/media/My Passport/Data/globo/20090612_incidente_net//riolf334_CPU.rrd.xml-scale360.data_1,/media/My Passport/Data/globo/20090612_incidente_net//riolf334_CPU.rrd.xml-scale360.data_2,/media/My Passport/Data/globo/20090612_incidente_net//riolf334_CPU.rrd.xml-scale360.data_3,/media/My Passport/Data/globo/20090612_incidente_net//riolf334_CPU.rrd.xml-scale360.data_4,/media/My Passport/Data/globo/20090612_incidente_net//riolf334_Memory.rrd.xml-scale360.data_1,/media/My Passport/Data/globo/20090612_incidente_net//riolf334_Memory.rrd.xml-scale360.data_2,/media/My Passport/Data/globo/20090612_incidente_net//riolf334_Memory.rrd.xml-scale360.data_3,/media/My Passport/Data/globo/20090612_incidente_net//riolf334_Memory.rrd.xml-scale360.data_4,/media/My Passport/Data/globo/20090612_incidente_net//riolf334_Memory.rrd.xml-scale360.data_5,/media/My Passport/Data/globo/20090612_incidente_net//riolf334_Memory.rrd.xml-scale360.data_6,/media/My Passport/Data/globo/20090612_incidente_net//riolf334_Memory.rrd.xml-scale360.data_7,/media/My Passport/Data/globo/20090612_incidente_net//riolf334_Memory.rrd.xml-scale360.data_8,/media/My Passport/Data/globo/20090612_incidente_net//riolf355_CPU.rrd.xml-scale360.data_1,/media/My Passport/Data/globo/20090612_incidente_net//riolf355_CPU.rrd.xml-scale360.data_2,/media/My Passport/Data/globo/20090612_incidente_net//riolf355_CPU.rrd.xml-scale360.data_3,/media/My Passport/Data/globo/20090612_incidente_net//riolf355_CPU.rrd.xml-scale360.data_4,/media/My Passport/Data/globo/20090612_incidente_net//riolf355_Memory.rrd.xml-scale360.data_1,/media/My Passport/Data/globo/20090612_incidente_net//riolf355_Memory.rrd.xml-scale360.data_2,/media/My Passport/Data/globo/20090612_incidente_net//riolf355_Memory.rrd.xml-scale360.data_3,/media/My Passport/Data/globo/20090612_incidente_net//riolf355_Memory.rrd.xml-scale360.data_4,/media/My Passport/Data/globo/20090612_incidente_net//riolf355_Memory.rrd.xml-scale360.data_5,/media/My Passport/Data/globo/20090612_incidente_net//riolf355_Memory.rrd.xml-scale360.data_6,/media/My Passport/Data/globo/20090612_incidente_net//riolf355_Memory.rrd.xml-scale360.data_7,/media/My Passport/Data/globo/20090612_incidente_net//riolf355_Memory.rrd.xml-scale360.data_8
1.057517151,0,1.427477525,796.7637219,8193108,8192956,16436808,289741.5379,8482697.538,0,635167.346,4219498.51,172.571332,0,16.49459805,608.9971758,8193108,8192968,32959992,167270.2977,8360238.298,0,540057.1646,6294955.852
1.043184719,0,1.447330901,796.7299541,8193108,8192956,16436808,284363.1654,8477319.165,0,635279.4471,4222019.642,185.3638146,0,17.51406693,594.9315567,8193108,8192968,32959992,167441.0625,8360409.063,0,540363.7034,6293998.193
1.21536486,0,1.64764621,796.2931532,8193108,8192956,16436808,273411.3845,8466367.385,0,635399.0294,4225437.665,194.4222013,0,18.3677793,584.7030617,8193108,8192968,32959992,164880.4161,8357848.416,0,540343.2811,6295876.99
1.191382583,0,1.560162427,796.4886973,8193108,8192956,16436808,272640.6898,8465596.69,0,635509.8649,4229169.401,202.270331,0,19.07182311,576.4652263,8193108,8192968,32959992,163722.2613,8356690.261,0,540130.6508,6297383.355
1.338202864,0,1.57498707,796.3215664,8193108,8192956,16436808,263846.9976,8456802.998,0,635594.3881,4231882.172,202.8322933,0,18.99294382,576.0950354,8193108,8192968,32959992,163103.2525,8356071.253,0,539919.0461,6296975.709
1.193768063,0,1.66880144,796.3591868,8193108,8192956,16436808,248061.7652,8441017.765,0,635773.6683,4235936.864,205.3951946,0,19.17119188,573.4067597,8193108,8192968,32959992,164256.9701,8357224.97,0,539619.5958,6295063.292
1.090377984,0,1.551579492,796.5540375,8193108,8192956,16436808,251163.9963,8444119.996,0,635857.8298,4238474.316,207.4883306,0,19.31498777,570.9945065,8193108,8192968,32959992,166660.2437,8359628.244,0,539017.1685,6292944.001
1.10399541,0,1.484747731,796.5176677,8193108,8192956,16436808,250697.8143,8443653.814,0,635976.2272,4241793.588,217.6791168,0,19.62364117,560.5743507,8193108,8192968,32959992,163087.7461,8356055.746,0,538882.7671,6296084.811
1.25560684,0,1.663758687,796.0661492,8193108,8192956,16436808,242215.5609,8435171.561,0,636073.713,4245423.586,227.7119638,0,20.18916529,549.7846666,8193108,8192968,32959992,172085.0619,8365053.062,0,538242.1791,6284148.778
1.27165917,0,1.709957955,796.1959531,8193108,8192956,16436808,241110.8271,8434066.827,0,636177.2669,4248421.644,226.3294616,0,20.19568579,551.3895057,8193108,8192968,32959992,181296.3607,8374264.361,0,536345.9508,6275920.605
1.258516397,0,1.701268996,796.2483016,8193108,8192956,16436808,239006.3288,8431962.329,0,636300.4499,4252280.311,219.2143469,0,19.79856116,558.7157811,8193108,8192968,32959992,179584.9722,8372552.972,0,536219.3104,6277091.244
1.425706351,0,1.907508304,795.8820597,8193108,8192956,16436808,222185.0046,8415141.005,0,636416.02,4256086.695,239.3062138,0,21.07097576,537.4682688,8193108,8192968,32959992,181563.2352,8374531.235,0,536549.0312,6276428.971
1.304447531,0,1.790126311,796.1126999,8193108,8192956,16436808,211339.3751,8404295.375,0,636536.372,4259927.22,228.7082477,0,20.51612681,548.6655003,8193108,8192968,32959992,176373.5032,8369341.503,0,536929.6746,6282263.257
1.282422384,0,1.716101472,796.2240825,8193108,8192956,16436808,214843.7929,8407799.793,0,636634.5497,4264066.503,230.9345512,0,20.90686082,545.7690553,8193108,8192968,32959992,164134.8174,8357102.817,0,532524.8227,6289393.213
1.214673666,0,1.672393676,796.3078687,8193108,8192956,16436808,215998.3027,8408954.303,0,636723.9565,4266633.52,229.8674502,0,20.65011694,547.0345026,8193108,8192968,32959992,162855.7199,8355823.72,0,529747.4642,6291984.46
1.290367558,0,1.84974666,796.069941,8193108,8192956,16436808,217159.4938,8410115.494,0,636848.1999,4270743.273,231.5563004,0,20.44988004,545.6447443,8193108,8192968,32959992,164208.5423,8357176.542,0,527854.0541,6292043.822
1.288236711,0,1.833494008,796.121013,8193108,8192956,16436808,212526.9822,8405482.982,0,636943.4941,4273942.566,228.949154,0,20.3571893,548.1008667,8193108,8192968,32959992,168745.1727,8361713.173,0,525476.104,6289872.412
1.364713652,0,1.837233053,795.8006792,8193108,8192956,16436808,208607.6606,8401563.661,0,637085.7501,4278282.093,231.8820365,0,20.84894284,544.5981016,8193108,8192968,32959992,168212.639,8361180.639,0,525477.6726,6289547.386
1.297659097,0,1.800757699,795.858714,8193108,8192956,16436808,207347.4715,8400303.472,0,637191.1581,4281953.674,242.4867778,0,21.74151424,533.0742868,8193108,8192968,32959992,170385.1655,8363353.166,0,525649.8257,6286995.636
1.368257717,0,1.877659517,795.9018545,8193108,8192956,16436808,200704.4183,8393660.418,0,637273.6117,4285319.349,247.4527846,0,22.05858698,528.2511182,8193108,8192968,32959992,165562.1246,8358530.125,0,526024.6191,6292331.767
1.363654101,0,1.90416061,795.9349064,8193108,8192956,16436808,196069.3292,8389025.329,0,637354.0294,4289592.455,256.9937162,0,22.6104428,518.1421054,8193108,8192968,32959992,169702.9957,8362670.996,0,525313.3883,6284869.404
1.479181378,0,2.026139706,795.6698672,8193108,8192956,16436808,188620.8277,8381576.828,0,637462.3099,4293969.642,267.5631518,0,23.21496642,506.9190396,8193108,8192968,32959992,182348.0152,8375316.015,0,523714.2755,6265367.949
1.398723882,0,1.909569155,795.8912868,8193108,8192956,16436808,181691.5491,8374647.549,0,637561.1149,4297409.535,263.1486909,0,22.98565845,511.6331917,8193108,8192968,32959992,172929.9436,8365897.944,0,524086.8951,6273910.768
1.369724549,0,1.854359424,795.946944,8193108,8192956,16436808,176120.5879,8369076.588,0,637694.052,4301747.475,266.6421991,0,22.96103637,508.0507499,8193108,8192968,32959992,163680.7796,8356648.78,0,524609.1527,6283002.018
1.384193393,0,1.9019408,795.9085454,8193108,8192956,16436808,166040.1348,8358996.135,0,637775.5477,4304982.675,269.2338638,0,23.08828599,505.2357119,8193108,8192968,32959992,164413.1706,8357381.171,0,525024.8107,6280180.827
1.448444582,0,1.996475087,795.7270961,8193108,8192956,16436808,166728.7848,8359684.785,0,637869.7785,4309394.393,279.017162,0,23.50359051,495.2931627,8193108,8192968,32959992,167097.9524,8360065.952,0,525546.2105,6275878.828
1.379330996,0,1.896057643,795.8854378,8193108,8192956,16436808,169830.8388,8362786.839,0,637981.6263,4313258.676,270.8983312,0,22.72808658,504.1737638,8193108,8192968,32959992,171850.7042,8364818.704,0,525698.5489,6271919.584
1.377116451,0,1.909719609,795.6462974,8193108,8192956,16436808,159508.5392,8352464.539,0,638106.3282,4317068.522,268.4537791,0,22.47153688,506.712698,8193108,8192968,32959992,184518.9187,8377486.919,0,525790.5005,6257974.264
1.2004374,0,1.687036539,796.0974603,8193108,8192956,16436808,157997.3556,8350953.356,0,638188.7359,4320919.945,237.2415688,0,20.9012895,539.2249103,8193108,8192968,32959992,182302.5645,8375270.565,0,526236.5168,6259281.641
1.093300735,0,1.50306579,796.5425284,8193108,8192956,16436808,150534.5187,8343490.519,0,638261.8407,4323427.985,221.6259519,0,19.98622182,556.0748903,8193108,8192968,32959992,175593.3476,8368561.348,0,526617.8535,6266690.267
1.270259869,0,1.676816061,796.2503538,8193108,8192956,16436808,142972.2674,8335928.267,0,638386.6172,4327182.931,229.2008706,0,20.49964442,548.1190096,8193108,8192968,32959992,163962.7933,8356930.793,0,527157.8366,6276657.637
1.580585389,0,1.838725232,795.793302,8193108,8192956,16436808,141886.6136,8334842.614,0,638468.2641,4330715.936,236.9314227,0,20.86200579,539.9292734,8193108,8192968,32959992,162100.155,8355068.155,0,527505.5503,6279479.267
1.626914462,0,1.923644702,795.6492259,8193108,8192956,16436808,135609.0808,8328565.081,0,638593.2283,4334718.767,247.6300289,0,21.41954241,528.657276,8193108,8192968,32959992,165609.4118,8358577.412,0,527790.6373,6274173.883
1.348375816,0,1.862858655,795.9851671,8193108,8192956,16436808,137795.2426,8330751.243,0,638733.785,4339187.321,245.1248661,0,21.29484816,531.242488,8193108,8192968,32959992,166536.1624,8359504.162,0,528358.1591,6272736.349
1.323384282,0,1.859778763,796.0671659,8193108,8192956,16436808,132205.7798,8325161.78,0,638814.5192,4341959.844,242.4361764,0,21.4512812,533.7727831,8193108,8192968,32959992,162605.7249,8355573.725,0,528729.3286,6276491.247
1.281185385,0,1.761985378,796.1619972,8193108,8192956,16436808,132347.178,8325303.178,0,638931.9992,4345811.293,246.832689,0,21.87335379,529.071336,8193108,8192968,32959992,166740.9447,8359708.945,0,529218.892,6269334.134
1.270938496,0,1.688656084,796.2341251,8193108,8192956,16436808,128462.9812,8321418.981,0,639065.5225,4349364.016,244.0051681,0,21.60812479,532.0552518,8193108,8192968,32959992,169086.2588,8362054.259,0,529729.2719,6261142.467
1.298847455,0,1.744516802,795.9802325,8193108,8192956,16436808,126598.3802,8319554.38,0,639211.535,4353258.86,251.7951099,0,21.38601608,524.2828746,8193108,8192968,32959992,163041.8199,8356009.82,0,530041.0767,6261912.654
1.250033466,0,1.713269232,796.0116158,8193108,8192956,16436808,120647.8937,8313603.894,0,639334.8049,4356573.757,227.6655352,0,20.05571209,549.6509325,8193108,8192968,32959992,165430.4912,8358398.491,0,529785.7465,6259402.49
1.232174878,0,1.720126388,796.2032123,8193108,8192956,16436808,115273.6834,8308229.683,0,639442.0183,4359821.712,228.9233072,0,20.63332857,548.0235156,8193108,8192968,32959992,166091.7446,8359059.745,0,529699.7948,6257905.663
1.437033324,0,1.905669139,795.8160723,8193108,8192956,16436808,108294.203,8301250.203,0,639583.7775,4363993.066,249.0836491,0,21.8102991,526.8233197,8193108,8192968,32959992,164106.879,8357074.879,0,529942.432,6259308.286
1.500952037,0,1.984534242,795.6821614,8193108,8192956,16436808,98806.05926,8291762.059,0,639729.5674,4368183.854,257.3826215,0,22.28348041,517.920708,8193108,8192968,32959992,168833.1347,8361801.135,0,529935.1409,6253047.801
1.405516914,0,1.937947398,795.8539124,8193108,8192956,16436808,103034.3847,8295990.385,0,639830.1565,4371857.474,255.1314421,0,22.15304503,520.4549978,8193108,8192968,32959992,167500.4784,8360468.478,0,530423.5344,6254647.007
1.249065289,0,1.74646306,796.1736487,8193108,8192956,16436808,101622.984,8294578.984,0,639937.2375,4375977.853,259.0244935,0,22.30940235,516.3504514,8193108,8192968,32959992,167203.703,8360171.703,0,530517.1759,6255084.27
1.302878796,0,1.842004388,796.0046621,8193108,8192956,16436808,96954.45101,8289910.451,0,640023.2641,4379209.57,266.8197176,0,22.80327773,508.2859963,8193108,8192968,32959992,163902.1924,8356870.192,0,530720.5269,6256834.147
1.389193378,0,1.935572151,795.8531698,8193108,8192956,16436808,89926.32112,8282882.321,0,640146.4597,4378065.856,270.7226539,0,23.30991416,503.7636931,8193108,8192968,32959992,162028.2051,8354996.205,0,530664.608,6258760.73
1.300197647,0,1.81878139,796.0795315,8193108,8192956,16436808,93165.83052,8286121.831,0,640192.3595,4374131.929,261.7532572,0,22.72492501,513.1175296,8193108,8192968,32959992,160384.381,8353352.381,0,530433.8787,6261384.766
1.33523242,0,1.836965553,795.8922245,8193108,8192956,16436808,93458.11315,8286414.113,0,640305.7208,4371994.396,263.8981303,0,22.13814726,511.6171464,8193108,8192968,32959992,163987.1216,8356955.122,0,530134.228,6257431.54
1.353778323,0,1.860846305,795.6620904,8193108,8192956,16436808,98883.76788,8291839.768,0,640397.8095,4368249.19,286.6959068,0,23.75408692,487.0602292,8193108,8192968,32959992,166795.2567,8359763.257,0,530544.2805,6253411.23
1.2980187,0,1.824819409,796.0261778,8193108,8192956,16436808,103835.1379,8296791.138,0,640456.5874,4369930.28,270.4480712,0,23.14900902,504.1700726,8193108,8192968,32959992,161227.0797,8354195.08,0,531001.327,6258193.13
1.281539862,0,1.774885869,796.1879917,8193108,8192956,16436808,102816.2135,8295772.214,0,640510.4461,4373890.346,282.3109938,0,23.78029888,491.9208846,8193108,8192968,32959992,160338.5071,8353306.507,0,531449.6862,6257385.03
1.236920275,0,1.69062182,796.2955948,8193108,8192956,16436808,95759.63505,8288715.635,0,640568.3842,4373568.152,272.860003,0,23.1377344,501.9654234,8193108,8192968,32959992,165748.8202,8358716.82,0,531649.9768,6253129.78
1.270083305,0,1.75171267,796.1611411,8193108,8192956,16436808,98756.61578,8291712.616,0,640667.9401,4373654.518,268.8096977,0,22.88975353,506.1756953,8193108,8192968,32959992,165933.8298,8358901.83,0,532067.5693,6253099.282
1.302869957,0,1.869039003,796.0048676,8193108,8192956,16436808,95514.07354,8288470.074,0,640785.313,4377783.287,270.3709388,0,23.01781473,504.4069502,8193108,8192968,32959992,163908.645,8356876.645,0,532529.352,6253936.382
1.3358597,0,1.880205775,795.9610334,8193108,8192956,16436808,96102.2984,8289058.298,0,640853.8681,4375547.731,270.6355217,0,22.73883871,504.3650433,8193108,8192968,32959992,170083.9662,8363051.966,0,532540.8634,6246485.947
1.337374932,0,1.584740529,796.2389847,8193108,8192956,16436808,98284.45264,8291240.453,0,640937.9153,4374434.402,261.6791673,0,22.32273413,513.9313727,8193108,8192968,32959992,173063.9738,8366031.974,0,532918.5982,6239136.345
1.489312061,0,1.770712608,795.9466437,8193108,8192956,16436808,94590.49264,8287546.493,0,641018.9637,4370360.044,255.3986626,0,22.10501517,520.3208459,8193108,8192968,32959992,168268.1417,8361236.142,0,533256.6066,6239281.222
1.268340827,0,1.783902746,795.9784769,8193108,8192956,16436808,92557.64227,8285513.642,0,641146.4358,4370259.011,267.799591,0,21.98744007,507.8625361,8193108,8192968,32959992,164311.3818,8357279.382,0,533638.5012,6242582.067
1.271451266,0,1.745198213,795.9646012,8193108,8192956,16436808,94882.28045,8287838.28,0,641199.0234,4373522.852,264.8773842,0,22.15100946,510.3068459,8193108,8192968,32959992,165971.4803,8358939.48,0,533440.7218,6240220.239
1.448101114,0,1.854013641,795.8701254,8193108,8192956,16436808,95061.19609,8288017.196,0,641235.9877,4375939.406,255.4732374,0,22.24690166,519.9768566,8193108,8192968,32959992,164925.4646,8357893.465,0,533669.5412,6240076.224
1.308895053,0,1.831988407,796.0851275,8193108,8192956,16436808,93178.90904,8286134.909,0,641315.3825,4374370.86,258.0982729,0,22.24527131,517.405924,8193108,8192968,32959992,166161.3359,8359129.336,0,534131.8508,6237698.619
1.439527492,0,1.966494392,795.801022,8193108,8192956,16436808,91538.69277,8284494.693,0,641383.784,4374179.043,256.7325417,0,22.01245722,518.9611907,8193108,8192968,32959992,161057.8706,8354025.871,0,534460.6288,6242082.492
1.401634629,0,1.84794824,795.9394786,8193108,8192956,16436808,93286.41562,8286242.416,0,641481.6713,4365715.454,260.333565,0,22.35681393,514.8871164,8193108,8192968,32959992,177190.5355,8370158.536,0,534480.3502,6225810.742
1.365530329,0,1.786806316,796.0316112,8193108,8192956,16436808,102214.2668,8295170.267,0,641639.7741,4364871.778,259.3995302,0,22.11017674,515.857352,8193108,8192968,32959992,186436.5427,8379404.543,0,534183.3324,6216233.707
1.311728433,0,1.784652173,796.1148935,8193108,8192956,16436808,93617.92192,8286573.922,0,641721.046,4367798.377,267.4737415,0,22.57462923,507.5593277,8193108,8192968,32959992,178982.3326,8371950.333,0,534425.142,6221275.252
1.295559003,0,1.832875815,796.0547753,8193108,8192956,16436808,97568.63059,8290524.631,0,641796.9061,4372176.721,258.3330039,0,22.255141,517.1735269,8193108,8192968,32959992,175469.8745,8368437.875,0,534990.1009,6222810.413
1.389675484,0,1.896221555,795.8178419,8193108,8192956,16436808,99374.05345,8292330.053,0,641923.4274,4375163.481,253.8706427,0,21.984244,521.7082078,8193108,8192968,32959992,173308.3451,8366276.345,0,535422.0499,6224576.509
1.333796806,0,1.832636284,795.7172386,8193108,8192956,16436808,100210.3382,8293166.338,0,642085.6808,4379121.802,275.2417827,0,22.54197391,499.7388087,8193108,8192968,32959992,180321.2787,8373289.279,0,535552.8115,6216943.064
1.851120895,0,1.800659369,794.9897831,8193108,8192956,16436808,92049.15602,8285005.156,0,642305.7865,4364103.928,253.6074832,0,21.28915233,522.357867,8193108,8192968,32959992,174112.1014,8367080.101,0,535841.5312,6222169.906
2.592785438,0,1.807449159,794.6034863,8193108,8192956,16436808,104212.7364,8297168.736,0,642392.4229,4362537.273,246.9962819,0,21.13320588,529.1890065,8193108,8192968,32959992,174393.0534,8367361.053,0,536111.7616,6221326.898
5.409411326,0,1.532172707,792.1555494,8193108,8192956,16436808,96463.78134,8289419.781,0,642470.9805,4365967.137,245.7692967,0,21.32946247,530.6340863,8193108,8192968,32959992,179017.2809,8371985.281,0,535997.2927,6214964.929
7.157013706,0,1.704869858,790.0921887,8193108,8192956,16436808,101551.1998,8294507.2,0,642579.1406,4368452.751,233.1372418,0,20.6657221,543.8688576,8193108,8192968,32959992,171620.4148,8364588.415,0,536441.2206,6221216.214
7.135731107,0,1.761396417,790.1420065,8193108,8192956,16436808,110696.1654,8303652.165,0,642708.6234,4371705.95,225.9439427,0,20.40626377,551.4283223,8193108,8192968,32959992,165782.4604,8358750.46,0,536609.5549,6226025.958
7.723179777,0,1.632922324,789.5520244,8193108,8192956,16436808,99907.15669,8292863.157,0,642788.289,4375096.633,239.0474448,0,21.05882097,537.4207888,8193108,8192968,32959992,162930.1447,8355898.145,0,536559.176,6229538.848
7.182784718,0,1.713669365,790.1312812,8193108,8192956,16436808,95999.12045,8288955.121,0,642838.323,4375087.817,244.5710408,0,21.44820342,531.7185847,8193108,8192968,32959992,164643.1995,8357611.2,0,536250.3733,6228009.639
7.850870422,0,1.890923882,789.3807023,8193108,8192956,16436808,103346.5743,8296302.574,0,642908.732,4365897.782,259.0632233,0,22.2958507,516.5323625,8193108,8192968,32959992,172375.1534,8365343.153,0,535652.9139,6219038.169
7.532217804,0,1.947652377,789.6376296,8193108,8192956,16436808,98687.40422,8291643.404,0,643013.9594,4368704.925,261.2900471,0,22.11495526,514.4381069,8193108,8192968,32959992,179701.7037,8372669.704,0,535082.2866,6212658.208
7.531319156,0,1.990887911,789.2686955,8193108,8192956,16436808,98992.07172,8291948.072,0,643155.6717,4373322.924,242.6602792,0,19.01945118,535.9854585,8193108,8192968,32959992,168317.7642,8361285.764,0,535576.691,6223882.694
6.936291068,0,1.971998897,789.8585596,8193108,8192956,16436808,91957.93767,8284913.938,0,643265.62,4367074.563,213.6386797,0,16.44400482,567.5866435,8193108,8192968,32959992,164010.1079,8356978.108,0,535721.1439,6228121.071
7.710608928,0,1.800376353,789.5193265,8193108,8192956,16436808,94993.12485,8287949.125,0,643329.6125,4354346.609,206.5586317,0,15.61964905,575.8226177,8193108,8192968,32959992,163050.3449,8356018.345,0,535198.0699,6219911.591
7.369571166,0,1.80388899,789.8299172,8193108,8192956,16436808,104058.9259,8297014.926,0,643404.1795,4354606.443,210.5868203,0,15.45063638,572.0630757,8193108,8192968,32959992,163321.065,8356289.065,0,534954.4731,6214083.768
7.281230875,0,1.972773082,789.6775166,8193108,8192956,16436808,108508.6235,8301464.623,0,643450.9427,4358157.493,229.8753763,0,16.35526234,551.7040483,8193108,8192968,32959992,168657.6173,8361625.617,0,534841.9593,6206105.507
7.342410882,0,1.976066269,789.5764996,8193108,8192956,16436808,104449.4172,8297405.417,0,643518.9299,4362125.002,226.3266607,0,16.10119841,555.5985148,8193108,8192968,32959992,169376.6668,8362344.667,0,535391.3159,6201407.662
8.345555906,0,1.895834716,788.7007882,8193108,8192956,16436808,91868.85314,8284824.853,0,643646.2841,4366472.346,217.8880286,0,15.92558652,564.2414569,8193108,8192968,32959992,167071.2847,8360039.285,0,535089.2413,6202024.202
7.325069507,0,1.948790675,789.7655758,8193108,8192956,16436808,91833.7615,8284789.762,0,643708.8771,4369597.363,215.7605825,0,15.84835313,566.478856,8193108,8192968,32959992,164434.079,8357402.079,0,535242.8578,6206146.119
8.204862223,0,1.866538699,788.9653718,8193108,8192956,16436808,96222.27235,8289178.272,0,643795.6938,4371404.12,212.4248184,0,15.86677094,569.6469651,8193108,8192968,32959992,162246.4482,8355214.448,0,535144.8283,6206068.653
7.87162408,0,1.892007579,789.2633954,8193108,8192956,16436808,101102.7523,8294058.752,0,643862.8027,4370340.61,218.9855396,0,17.35046617,561.518652,8193108,8192968,32959992,164618.5654,8357586.565,0,534993.6873,6202915.266
9.292644109,0,1.794454905,787.7992981,8193108,8192956,16436808,103422.7312,8296378.731,0,643980.5016,4373913.019,223.2275532,0,18.72327933,555.5629854,8193108,8192968,32959992,164726.8591,8357694.859,0,535044.032,6201299.862
8.874491465,0,1.799265284,788.1430262,8193108,8192956,16436808,100183.5002,8293139.5,0,644057.4535,4371982.266,213.3865392,0,18.36432569,565.7669669,8193108,8192968,32959992,159988.7796,8352956.78,0,535217.039,6205189.975
7.565390717,0,1.665753411,789.759571,8193108,8192956,16436808,89629.05041,8282585.05,0,644128.7567,4372255.378,212.8680745,0,18.46944265,566.3470431,8193108,8192968,32959992,162270.7259,8355238.726,0,534972.1429,6203502.88
6.852124202,0,1.505381627,790.5018673,8193108,8192956,16436808,90588.33538,8283544.335,0,644225.9596,4369738.236,207.9912787,0,18.06656668,571.7301481,8193108,8192968,32959992,164945.7461,8357913.746,0,534213.4877,6200969.268
